review_id	star_rating	review_headline	review_body	review_date	age	textwrap
R1W8CZ0DPVXTOP	5	Go Pro Suction Cup Mount	The Go Pro suction cup mount is a great tool. As long as the surface is smooth and clean, you should be able to mount it without issues.	2015-08-28	1470	The Go Pro suction cup mount is a great tool. As long as the<br>surface is smooth and clean, you should be able to mount it<br>without issues.
R2R0BCJHCTH6KN	4	The Handler is a good product but needs improvements	The Handler is a good tool but needs some minor improvement. It will do what I want and that is keeping my Go Pro from sinking in water by keeping it afloat, although that has not happened yet. However, it is not compatible with the quick release mounts. You have to take it off any other mount you are using and physically use the screw mount, which takes more time, which could come in the loss of losing a video by not being able to do a quick change to another mount. Go Pro or some third party vendor needs to make a quick release mount for The Handler.	2015-08-28	1470	The Handler is a good tool but needs some minor improvement. It<br>will do what I want and that is keeping my Go Pro from sinking<br>in water by keeping it afloat, although that has not happened<br>yet. However, it is not compatible with the quick release<br>mounts. You have to take it off any other mount you are using<br>and physically use the screw mount, which takes more time, which<br>could come in the loss of losing a video by not being able to do<br>a quick change to another mount. Go Pro or some third party<br>vendor needs to make a quick release mount for The Handler.
R1BTJURACLX8UW	5	Go Pro USB Wall Charger	The Go Pro Wall Charger works as advertised. I chose this one over the newer one because I do not have any Go Pro products that I could use the faster charger on at this time. This will allow me to charge my camera with a battery and my Battery BacPac at the same time.	2015-08-28	1470	The Go Pro Wall Charger works as advertised. I chose this one<br>over the newer one because I do not have any Go Pro products<br>that I could use the faster charger on at this time. This will<br>allow me to charge my camera with a battery and my Battery<br>BacPac at the same time.
R3PNP5HKVNMX8A	4	Super Useful, But Hurt by Poor Battery Life and Stupid USB charger	This is the fastest way to make sure your GroPro is working and best if you don't want to move the rig from pressing on the shutter button.<br /><br />It has a much more reliable connection than the app.<br /><br />The only downside is a pitiful battery life. Might last the day. Might not. Can't replace the batter either. Must charge via a proprietary USB dongle. The USB side of the dongle has the largest, most inflexible USB plug ever. It's straight out of some operator board in the 40s.	2015-08-28	1470	This is the fastest way to make sure your GroPro is working and<br>best if you don't want to move the rig from pressing on the<br>shutter button.<br /><br />It has a much more reliable<br>connection than the app.<br /><br />The only downside is a<br>pitiful battery life. Might last the day. Might not. Can't<br>replace the batter either. Must charge via a proprietary USB<br>dongle. The USB side of the dongle has the largest, most<br>inflexible USB plug ever. It's straight out of some operator<br>board in the 40s.
R1MQ8QOXMLQ27C	5	Five Stars	Works well and looks good. Quick delivery from seller and very good to deal with. Highly recommend	2015-08-27	1471	Works well and looks good. Quick delivery from seller and very<br>good to deal with. Highly recommend
R2LSNLC12D1UQO	4	but its a cool keychain and bottle	I still dont get what it does, it does not fit in my GoPro Hero 4 Silver, but its a cool keychain and bottle opener	2015-08-27	1471	I still dont get what it does, it does not fit in my GoPro Hero<br>4 Silver, but its a cool keychain and bottle opener
R3VQZWNU6OPEFW	5	GREAT PURCHASE	PERFECT!!!! Works great! Sooo easy. We have the GoPro4 mounted on our roll cage of our RZR... I put this remote on my wrist and control it from my seat.	2015-08-27	1471	PERFECT!!!! Works great! Sooo easy. We have the GoPro4 mounted<br>on our roll cage of our RZR... I put this remote on my wrist and<br>control it from my seat.
R1SLA72THQRUBJ	5	Five Stars	Such a good price for a gopro product	2015-08-27	1471	Such a good price for a gopro product
R22FA9CL21U7ER	5	Better Than Original, Still Seems Overpriced	Had to upgrade to this one simply to make the connection and control easier for my GoPro Session. I have the WiFi original remote and that is what I was using although at times I would waste so much time getting everything connected it was annoying and made this (slightly overpriced) remote worth picking up.<br /><br />It works fine, connects much easier and faster than the original remote and obviously has more functionality than the original does.	2015-08-27	1471	Had to upgrade to this one simply to make the connection and<br>control easier for my GoPro Session. I have the WiFi original<br>remote and that is what I was using although at times I would<br>waste so much time getting everything connected it was annoying<br>and made this (slightly overpriced) remote worth picking up.<br<br>/><br />It works fine, connects much easier and faster than the<br>original remote and obviously has more functionality than the<br>original does.
R2D752I5G8KHH4	4	I love being able to use my gopro on a tripod	Gets the job done without any hastle. I love being able to use my gopro on a tripod.	2015-08-27	1471	Gets the job done without any hastle. I love being able to use<br>my gopro on a tripod.
R2T08O9NEHL4CR	4	Great for Protect, Kinda Pricey	Works great and is a must have when using in the ocean so that you don't loose it.  4 stars because the price was a little high.  You pay the extra money for the brand instead of for the material.  I recommend buying from different distributor.	2015-08-27	1471	Works great and is a must have when using in the ocean so that<br>you don't loose it.  4 stars because the price was a little<br>high.  You pay the extra money for the brand instead of for the<br>material.  I recommend buying from different distributor.
R2ESN6BQC4FSFI	5	Super handy	Super handy	2015-08-27	1471	Super handy
R30W9QLVD1VQ6M	4	Four Stars	Great Product	2015-08-26	1472	Great Product
R2YGYOS4O3W669	5	Five Stars	easy to operate	2015-08-26	1472	easy to operate
R3TJKTDTLMSZJQ	5	Five Stars	Holds GoPro from going under	2015-08-26	1472	Holds GoPro from going under
RRR0OL1PJYIJM	4	Four Stars	Good product	2015-08-26	1472	Good product
R3UCHSO06HLBGN	5	Just what I needed	Arrived on time and as described. Works perfectly with my Go Pro Silver	2015-08-26	1472	Arrived on time and as described. Works perfectly with my Go Pro<br>Silver
RX466NZKBOORW	5	Five Stars	nice product, quick delivered, good description	2015-08-26	1472	nice product, quick delivered, good description
RGDWHS60IF2QC	4	Four Stars	good	2015-08-26	1472	good
R3QTD0ITB4FTY7	4	Four Stars	Great Product	2015-08-26	1472	Great Product
R3SKGYRB8QBRCV	4	Four Stars	nice product	2015-08-26	1472	nice product
RE0J6RVIJS67L	4	Supports just the camera well.	This works if it is trying to hold up just the camera. If you have any other accessories on it though, it doesn't seem to work so well. The bright orange does help find it in the water though.	2015-08-26	1472	This works if it is trying to hold up just the camera. If you<br>have any other accessories on it though, it doesn't seem to work<br>so well. The bright orange does help find it in the water<br>though.
R1692NRUXX9CKO	3	Three Stars	Not that good. Barely holds the camera in place.	2015-08-26	1472	Not that good. Barely holds the camera in place.
R2ORNZFEPWXXA9	5	Five Stars	As I expected	2015-08-26	1472	As I expected
R1P2SZIY29XZBN	4	Four Stars	good product	2015-08-26	1472	good product
R1IGIKXE0MQV5B	4	Premium price for a good product. I bought the lanyard kit to hold ...	Premium price for a good product. I bought the lanyard kit to hold this unit. I feel a fair price would have included the lanyard/ mounting kit.	2015-08-26	1472	Premium price for a good product. I bought the lanyard kit to<br>hold this unit. I feel a fair price would have included the<br>lanyard/ mounting kit.
R1EKMAI662INYO	4	Four Stars	good product	2015-08-26	1472	good product
R1NUL8KY7ER3UE	5	It works.	It works. I have bene using it for about a week now. The color makes it easier to find if you lose it in the water.	2015-08-26	1472	It works. I have bene using it for about a week now. The color<br>makes it easier to find if you lose it in the water.
R3FY9QTDHCXQQX	4	Four Stars	Good strong quality, much better than the cheap knockoffs.	2015-08-26	1472	Good strong quality, much better than the cheap knockoffs.
R9XZ4VM0JI7O1	4	Good headstrap	its a good head strap for a cheap price. use it a lot	2015-08-26	1472	its a good head strap for a cheap price. use it a lot
R2BZBHZHUCYMTM	5	Great tool. Convenient to have. Excellent to have to use to keep the camera from not moving in high impact stress.	Great tool to have in your bag, doing a lot of GoPro filming like I do. It's nice to have a tool to be able to tighten it so tight it will not move. Using this when you have high impact stress helps to improve your video quality.	2015-08-26	1472	Great tool to have in your bag, doing a lot of GoPro filming<br>like I do. It's nice to have a tool to be able to tighten it so<br>tight it will not move. Using this when you have high impact<br>stress helps to improve your video quality.
RL6THR0VUM22R	5	Five Stars	great	2015-08-26	1472	great
R2PL356NHN92IY	5	Five Stars	great	2015-08-26	1472	great
R1YRBM4JXLFGSR	4	Four Stars	Great Product	2015-08-26	1472	Great Product
R2PFVPBT9BP6HB	4	Great product not so good battery	Great product and the fact that you can change the settings via the remote is absolutely essential.  Only complaint is the battery doesnt last that long when using extensively.	2015-08-26	1472	Great product and the fact that you can change the settings via<br>the remote is absolutely essential.  Only complaint is the<br>battery doesnt last that long when using extensively.
R2RAQEUO8RX933	3	Be nice and provide different uses	Great product. Wish the seller could give some different recommendations on how it could be used. I searched YouTube for all kinds of ways you can use the straps. I was able to put it on my ski boot while snow skiing. It was awesome shots!	2015-08-26	1472	Great product. Wish the seller could give some different<br>recommendations on how it could be used. I searched YouTube for<br>all kinds of ways you can use the straps. I was able to put it<br>on my ski boot while snow skiing. It was awesome shots!
R21X80FG2VCNZO	4	Four Stars	Necessary if using GoPro in water!	2015-08-25	1473	Necessary if using GoPro in water!
R1U19I72PRBROY	5	Five Stars	gift	2015-08-25	1473	gift
R16P0ZQH1V8ELU	5	Awesome product	Awesome product	2015-08-25	1473	Awesome product
R2PT27HE9C04PI	5	Five Stars	Exactly what I was expecting. Thank you!	2015-08-25	1473	Exactly what I was expecting. Thank you!
R3PHJVFRZNXLOD	5	Five Stars	Antislip and Fits ok around my head.	2015-08-25	1473	Antislip and Fits ok around my head.
RCEAN6KULPV5O	5	Five Stars	OK	2015-08-25	1473	OK
R1SLZP1WTOQEGO	4	Four Stars	Works well. Can't rotate upwards at all though.	2015-08-25	1473	Works well. Can't rotate upwards at all though.
R158S74F5Z2GA3	5	Five Stars	Works great and floats decent enough	2015-08-25	1473	Works great and floats decent enough
R2NBQUKJPRQUDG	5	Brilliant - a Must Buy - 5 Stars	So simple, yet so effective. This little device is a life saver. It also puts your mind at so much ease when your out in water. I haven't attached it to a pole yet, so I'm not sure how well it would do with little extra weight. But overall, the floaty is a must have for any water enthusiast.	2015-08-25	1473	So simple, yet so effective. This little device is a life saver.<br>It also puts your mind at so much ease when your out in water. I<br>haven't attached it to a pole yet, so I'm not sure how well it<br>would do with little extra weight. But overall, the floaty is a<br>must have for any water enthusiast.
R3NJAV1WJHJUDL	5	Low Cost Insurance, The Floaty Backdoor works great.	The floaty backdoor works great. I have a couple of them. The adhesive is very strong. This is cheap insurance. If your camera slips from your hand its great to see it floating up, rather than sinking to the bottom. Believe me I know.	2015-08-25	1473	The floaty backdoor works great. I have a couple of them. The<br>adhesive is very strong. This is cheap insurance. If your camera<br>slips from your hand its great to see it floating up, rather<br>than sinking to the bottom. Believe me I know.
R2Y8YTRW3I01YJ	5	Five Stars	Ok	2015-08-25	1473	Ok
RBO9QM6Q4AJDT	5	Five Stars	prfect	2015-08-24	1474	prfect
R34ZGHXH04UMVF	5	Five Stars	Thankyou	2015-08-24	1474	Thankyou
RMI8S2KL6OB6F	5	Five Stars	Works well; strong glue.	2015-08-24	1474	Works well; strong glue.
R20CQC4L9P6ZOU	5	Perfect	I do a lot of kayak fishing and this works perfectly to keep my gopro safe and in view if I ever lose it.  Definitely helps ease the mind in case I'm clumsy or if it takes a dive.	2015-08-24	1474	I do a lot of kayak fishing and this works perfectly to keep my<br>gopro safe and in view if I ever lose it.  Definitely helps ease<br>the mind in case I'm clumsy or if it takes a dive.
R31TDZIPU0BVN	4	Four Stars	Works good	2015-08-24	1474	Works good
R25RH711SKHBVB	5	Best floating handle	This is the best floating handle on the market. I use it for my Bahamas trip and it work as intended on the pool and ocean snorkeling.	2015-08-24	1474	This is the best floating handle on the market. I use it for my<br>Bahamas trip and it work as intended on the pool and ocean<br>snorkeling.
R2VG36F36K3V0Y	5	Stays nice and tight	Works well. I use this with the underwater housing and swim with it. Stays nice and tight.	2015-08-24	1474	Works well. I use this with the underwater housing and swim with<br>it. Stays nice and tight.
R14XSZ0T9T77JQ	5	Five Stars	Very nice	2015-08-24	1474	Very nice
RZ14DABNKNOZA	5	Works As Intended	I find this to not be one of the most comfortable straps depending on the application, but that is not a fault of the clip necessarily. The mount works exactly as expected and I have no issues or concerns with it otherwise.	2015-08-24	1474	I find this to not be one of the most comfortable straps<br>depending on the application, but that is not a fault of the<br>clip necessarily. The mount works exactly as expected and I have<br>no issues or concerns with it otherwise.
R3UGCVJ3Y7UEO8	5	Fit like a glove	Best two dollars I have ever spent. It is very strong and fit on my tripod perfectly. It might not fit your tripod though, all are not the same! I would check the specs if they are available. Happy shopping!	2015-08-24	1474	Best two dollars I have ever spent. It is very strong and fit on<br>my tripod perfectly. It might not fit your tripod though, all<br>are not the same! I would check the specs if they are available.<br>Happy shopping!
R11CK5D0A7RHM3	5	Five Stars	good product	2015-08-24	1474	good product
R3EM7N0IC5X88B	5	It Floats!	I hope my gopro never falls off in the ocean, but at least I now know it'll be up on the surface when I go looking for it.	2015-08-23	1475	I hope my gopro never falls off in the ocean, but at least I now<br>know it'll be up on the surface when I go looking for it.
R2WCYFCKUMK46L	5	It is nice to have the GoPro attached to the head	It is nice to have the GoPro attached to the head, instead of chest, so the camera swivels with where you are looking!	2015-08-23	1475	It is nice to have the GoPro attached to the head, instead of<br>chest, so the camera swivels with where you are looking!
R2JL5V72A7ABU3	5	Five Stars	Excellent	2015-08-23	1475	Excellent
R26BQEIAHMI2EI	5	Five Stars	i loved it...... until it got lost in the ocean witch was NOT the proudcts fualt	2015-08-23	1475	i loved it...... until it got lost in the ocean witch was NOT<br>the proudcts fualt
R5CN389VYWCQR	3	Three Stars	Order more, limited life.	2015-08-23	1475	Order more, limited life.
R1OZIGZVW1X7B2	5	Five Stars	Perfect for water use	2015-08-23	1475	Perfect for water use
R1VO29CHK442XD	5	Must Have for Water Shots	A must have if taking your GoPro in water.  Works!!	2015-08-23	1475	A must have if taking your GoPro in water.  Works!!
R19Y1R5X6F9XTG	5	Five Stars	Excellent	2015-08-23	1475	Excellent
R1SC02YGVJ7KIV	5	Five Stars	Fast shipping and quality product.	2015-08-23	1475	Fast shipping and quality product.
R3NDZFTMOQYD3B	5	Recommended!	Very helpful to tighten and loosen the camera mount. Recommended!	2015-08-23	1475	Very helpful to tighten and loosen the camera mount.<br>Recommended!
R1JY9BDKCO4EEG	5	Five Stars	Bought this for my grandson and does many great video now, he loves it , hes 16....	2015-08-22	1476	Bought this for my grandson and does many great video now, he<br>loves it , hes 16....
R11894Q8Q10D29	5	Five Stars	Great price	2015-08-22	1476	Great price
R11N5AAMCQW9QA	3	Good entry level mount system	Good entry level mount system. Works great on road; but allows camera wobble when off road. I have since gone to a metal mount with a rigid clamp system.	2015-08-22	1476	Good entry level mount system. Works great on road; but allows<br>camera wobble when off road. I have since gone to a metal mount<br>with a rigid clamp system.
R3W3KWCKBOYCDS	5	Five Stars	Great addition to my GoPro accessories	2015-08-22	1476	Great addition to my GoPro accessories
R1Q63YDJYLQW0T	5	More possibilities when using your GoPro	This GoPro handle really makes it much easier to get different angles and shoot more interesting clips. It floats so enables you to take underwater video without someone holding the camera.<br />The strap helps a lot to allow movement without losing the GoPro if you are in the ocean.	2015-08-22	1476	This GoPro handle really makes it much easier to get different<br>angles and shoot more interesting clips. It floats so enables<br>you to take underwater video without someone holding the<br>camera.<br />The strap helps a lot to allow movement without<br>losing the GoPro if you are in the ocean.
R39SPWWV3HPUPH	4	Four Stars	Good quality	2015-08-22	1476	Good quality
RS91WD4P2HWCJ	5	No fog!	It works like it is suppose to... Great!	2015-08-22	1476	It works like it is suppose to... Great!
R3B92NIRYNX5IW	5	Five Stars	Don't go in the water without it.	2015-08-22	1476	Don't go in the water without it.
R1RSWLZ1SO072U	5	Good product	It is what it is.  Used it for GoPro 4 black and my Shoei RF-1200.  Works.	2015-08-22	1476	It is what it is.  Used it for GoPro 4 black and my Shoei<br>RF-1200.  Works.
RULAR9P2TUV3L	4	Make sure it doesn't fall off in water.	Nice, but loosens up in the water and came off during scuba dive.	2015-08-22	1476	Nice, but loosens up in the water and came off during scuba<br>dive.
R3GTPPS7W4TH24	4	decent product for looking like a dork	decent product for looking like a dork. I used this at my daughter's birthday when we had a jumper. The kids took time to put it on their head and do some jumping. It is a good design and works well, but you really look like a big dork wearing this around.	2015-08-21	1477	decent product for looking like a dork. I used this at my<br>daughter's birthday when we had a jumper. The kids took time to<br>put it on their head and do some jumping. It is a good design<br>and works well, but you really look like a big dork wearing this<br>around.
R1E9R26BBTTW1A	5	Five Stars	VERY HANDY LOVE IT AND THESSE ARE ALLOWED ON ANY DISNEY RIDE .	2015-08-21	1477	VERY HANDY LOVE IT AND THESSE ARE ALLOWED ON ANY DISNEY RIDE .
R3FZKMKTMX602V	5	Five Stars	i keep getting asked if the round part is a bottler opener....	2015-08-21	1477	i keep getting asked if the round part is a bottler opener....
R1BFVKKWHS3DI6	5	it's comfortable for the dogs	it's comfortable for the dogs, put on snug it holds up very well to even my most active dog. Running jumping swimming! Keeps position and gives a great view!!!!	2015-08-21	1477	it's comfortable for the dogs, put on snug it holds up very well<br>to even my most active dog. Running jumping swimming! Keeps<br>position and gives a great view!!!!
R3CXAL8KGACZPU	4	Not brand new condition	The product was NINB but the buttons on the remote had scratches. Other than that everything works fine.	2015-08-21	1477	The product was NINB but the buttons on the remote had<br>scratches. Other than that everything works fine.
R1BF7IF1DV86IQ	4	Good, not perfect	Overall, I think this works pretty good. But its tough to get it tight enough, even on a big dog, to keep it from falling off the back of the dog when they swim. The first time my dog swam with it, the dog came back without the GoPro and Fetch harness. Luckily, the harness and camera had fallen off right as the dog was getting out of the water, so I was able to retrieve it. After testing in a pool the next time, I was able to figure out how tight it needed to be to keep it securely on the dog, which was wayyyy tighter than I thought would be comfortable for the dog. The straps just have a lot of stretch in them, so you really have to crank down on them, past the point where it appears to be tight.	2015-08-21	1477	Overall, I think this works pretty good. But its tough to get it<br>tight enough, even on a big dog, to keep it from falling off the<br>back of the dog when they swim. The first time my dog swam with<br>it, the dog came back without the GoPro and Fetch harness.<br>Luckily, the harness and camera had fallen off right as the dog<br>was getting out of the water, so I was able to retrieve it.<br>After testing in a pool the next time, I was able to figure out<br>how tight it needed to be to keep it securely on the dog, which<br>was wayyyy tighter than I thought would be comfortable for the<br>dog. The straps just have a lot of stretch in them, so you<br>really have to crank down on them, past the point where it<br>appears to be tight.
RCVBQOOORUSPN	5	Works great!	It works! My go pro stayed completely dry while still giving me the opportunity to take pictures and videos while playing in the ocean! Word of caution, be careful how you put it on! I didn't put it on correctly once while snorkeling and while climbing in the boat, the camera fell back and hit me in the mouth and my lip was swollen for a couple of days. So it works great, but read the instructions!	2015-08-21	1477	It works! My go pro stayed completely dry while still giving me<br>the opportunity to take pictures and videos while playing in the<br>ocean! Word of caution, be careful how you put it on! I didn't<br>put it on correctly once while snorkeling and while climbing in<br>the boat, the camera fell back and hit me in the mouth and my<br>lip was swollen for a couple of days. So it works great, but<br>read the instructions!
R16ORLQCS32XS1	2	Two Stars	Good Product, but it's not useful, due to the position of the camera.	2015-08-21	1477	Good Product, but it's not useful, due to the position of the<br>camera.
R37GNYTWEUGOCR	5	Dove with these about 8 times up to 65 feet ...	Dove with these about 8 times up to 65 feet and had no fogging problems.  I also used a stock gopro 1 and had no leaks, did not use any special dive case.	2015-08-21	1477	Dove with these about 8 times up to 65 feet and had no fogging<br>problems.  I also used a stock gopro 1 and had no leaks, did not<br>use any special dive case.
R2L2ZKDZLMPSRC	5	Five Stars	i like the side	2015-08-21	1477	i like the side
R1TFGQH0KHZ1HK	5	Spend the extra money.	Don't buy the cheap mounts. Buy the GoPro original. It's worth the additional cost. I rode over 2300 miles on my Harley with this attached to the front fairing and it worked great.	2015-08-21	1477	Don't buy the cheap mounts. Buy the GoPro original. It's worth<br>the additional cost. I rode over 2300 miles on my Harley with<br>this attached to the front fairing and it worked great.
R1055YLZ1QLLV2	5	Five Stars	Must have for GoPro Hero owners.  GoPro should have included it with the Hero.	2015-08-21	1477	Must have for GoPro Hero owners.  GoPro should have included it<br>with the Hero.
R2POHKN6IDZIGS	5	No problems	Works as advertised	2015-08-21	1477	Works as advertised
R2XU8XIF3CQTQG	5	It works.	Not much to say here.  It worked and did not lose my GoPro.	2015-08-21	1477	Not much to say here.  It worked and did not lose my GoPro.
RNX656WVCJ69	5	Five Stars	Just a good accessory to have.  I bought both my grandson and husband one for their Go Pro's.	2015-08-21	1477	Just a good accessory to have.  I bought both my grandson and<br>husband one for their Go Pro's.
R3D1K5WLW133PI	5	Five Stars	Great item. Love using it when we are surfing and also when kayaking and hiking	2015-08-21	1477	Great item. Love using it when we are surfing and also when<br>kayaking and hiking
R25CL5X5CNLMMO	5	... bag for someone with new Go Pro and they loved it!	gave as part of gift bag for someone with new Go Pro and they loved it!	2015-08-21	1477	gave as part of gift bag for someone with new Go Pro and they<br>loved it!
RJ9KJQW0NYZHD	5	GoPro or Go Home...	Using this in several trips abroad = quality product that is worth a few extra dollars.	2015-08-21	1477	Using this in several trips abroad = quality product that is<br>worth a few extra dollars.
R2F9OW6GX6DKGG	5	Very Useful	Nice little tool for the GoPro, very handy.	2015-08-21	1477	Nice little tool for the GoPro, very handy.
